area_type,availability,location,size,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,"Danei Dist., Tainan City",3 BHK,2476,2,3,8762
Built-up  Area,Ready To Move,"Shanshang Dist., Tainan City",3 BHK,1260,1,2,1976
Super built-up  Area,18-Aug,"Xinshi Dist., Tainan City",3 BHK,1615,2,1,4550
Super built-up  Area,Ready To Move,"Anding Dist., Tainan City",2 BHK,1180,1,1,1456
Super built-up  Area,Ready To Move,"Xinxing Dist., Kaohsiung City",3 BHK,1255,1,2,1304.94
Super built-up  Area,Ready To Move,"Qianjin Dist., Kaohsiung City",2 BHK,1025,1,1,1401.4
Super built-up  Area,Ready To Move,"Lingya Dist., Kaohsiung City",3 BHK,1877,2,2,3900
Built-up  Area,Ready To Move,"Yancheng Dist., Kaohsiung City",3 BHK,1649,2,2,3900
Plot  Area,Ready To Move,"Gushan Dist., Kaohsiung City",9 Bedroom,2600,12,,17550
Built-up  Area,Ready To Move,"Qijin Dist., Kaohsiung City",5 Bedroom,2500,2,2,3250
Built-up  Area,Ready To Move,"Qianzhen Dist., Kaohsiung City",3 BHK,1542,2,2,2548
Super built-up  Area,Ready To Move,"Sanmin Dist., Kaohsiung City",2 BHK,1418,1,2,2730
Built-up  Area,Ready To Move,"Nanzi Dist., Kaohsiung City",2 BHK,1012,1,0,1092
Plot  Area,Ready To Move,"Xiaogang Dist., Kaohsiung City",2 Bedroom,1200,1,1,1690
Super built-up  Area,Ready To Move,"Zuoying Dist., Kaohsiung City",2 BHK,1115,1,2,1118
Super built-up  Area,Ready To Move,"Renwu Dist., Kaohsiung City",3 BHK,1680,2,3,2470
Super built-up  Area,Ready To Move,"Dashe Dist., Kaohsiung City",2 BHK,1171,1,2,1872
Super built-up  Area,Ready To Move,"Dongsha Islands, Nanhai Islands",2 BHK,1027,1,1,1784.12
Super built-up  Area,Ready To Move,"Nansha Islands, Nanhai Islands",3 BHK,1700,2,3,1950
Super built-up  Area,Ready To Move,"Gangshan Dist., Kaohsiung City",2 BHK,1090,1,2,991.9
Super built-up  Area,18-Jan,"Luzhu Dist., Kaohsiung City",2 BHK,1232,1,1,1924
Super built-up  Area,Ready To Move,"Alian Dist., Kaohsiung City",2 BHK,766,1,2,728
Plot  Area,Ready To Move,"Tianliao Dist., Kaohsiung City",5 Bedroom,1200,2,0,4680
Super built-up  Area,21-Dec,"Yanchao Dist., Kaohsiung City",1 BHK,525,1,1,702
Super built-up  Area,18-Aug,"Qiaotou Dist., Kaohsiung City",3 BHK,142.61Sqt.Meter,2,1,2834
Built-up  Area,Ready To Move,"Ziguan Dist., Kaohsiung City",3 BHK,1452,1,1,1066
Super built-up  Area,Ready To Move,"Mituo Dist., Kaohsiung City",3 BHK,1254,1,1,1690
Super built-up  Area,19-Jul,"Hunei Dist., Kaohsiung City",3 BHK,1593,2,1,3068
Super built-up  Area,Ready To Move,"Fengshan Dist., Kaohsiung City",2 BHK,1333,1,2,2009.02
Built-up  Area,Ready To Move,"Daliao Dist., Kaohsiung City",3 Bedroom,1100,2,1,2860
Super built-up  Area,Ready To Move,"Linyuan Dist., Kaohsiung City",3 BHK,1375,1,1,1429.74
Super built-up  Area,Ready To Move,"Niaosong Dist., Kaohsiung City",3 BHK,1650,2,3,2132
Super built-up  Area,Ready To Move,"Dashu Dist., Kaohsiung City",3 BHK,1430,1,2,1338.48
Built-up  Area,Ready To Move,"Qishan Dist., Kaohsiung City",2 BHK,940,1,1,1404
Super built-up  Area,Ready To Move,"Meinong Dist., Kaohsiung City",1 BHK,435,1,1,546
Super built-up  Area,Ready To Move,"Liugui Dist., Kaohsiung City",2 BHK,1160,1,2,950.04
Super built-up  Area,18-Mar,"Neimen Dist., Kaohsiung City",3 BHK,1500,1,1,2015
Super built-up  Area,Ready To Move,"Shanlin Dist., Kaohsiung City",3 BHK,1890,1,1,2600
Built-up  Area,Ready To Move,"Jiaxian Dist., Kaohsiung City",2 BHK,1050,1,1,1820
Plot  Area,Ready To Move,"Taoyuan Dist., Kaohsiung City",6 Bedroom,1200,2,3,5720
Super built-up  Area,Ready To Move,"Namaxia Dist., Kaohsiung City",2 BHK,1027,1,2,1118
Super built-up  Area,18-Dec,"Maolin Dist., Kaohsiung City",3 BHK,1390 - 1600,,,1593.28
Plot  Area,Ready To Move,"Qieding Dist., Kaohsiung City",3 Bedroom,3000,2,2,6110
Super built-up  Area,Ready To Move,"Magong City, Penghu County",3 BHK,1459,1,1,2470
Super built-up  Area,21-Mar,"Xiyu Township, Penghu County",3 BHK,1711,2,3,2225.86
Super built-up  Area,18-Sep,"Qimei Township, Penghu County",1 BHK,645,1,1,427.7
Plot  Area,Ready To Move,"Baisha Township, Penghu County",2 Bedroom,875,1,1,1482
Built-up  Area,18-Feb,"Huxi Township, Penghu County",2 BHK,1334,1,1,1742
Built-up  Area,18-Dec,"Jinsha Township, Kinmen County",2 BHK,1140,1,1,855.92
Super built-up  Area,Ready To Move,"Jinhu Township, Kinmen County",2 BHK,1115,1,2,1300
Plot  Area,Ready To Move,"Jinning Township, Kinmen County",3 Bedroom,1200,2,2,5200
Super built-up  Area,18-Aug,"Jincheng Township, Kinmen County",3 BHK,1776,2,1,4940
Super built-up  Area,Ready To Move,"Lieyu Township, Kinmen County",3 BHK,2072,2,2,4160
Plot  Area,Ready To Move,"Wuqiu Township, Kinmen County",3 Bedroom,1600,2,2,4420
Plot  Area,Ready To Move,"Pingtung City, Pingtung County",6 Bedroom,1200,2,2,2990
Super built-up  Area,Ready To Move,"Sandimen Township, Pingtung County",2 BHK,920,1,3,1014
Super built-up  Area,19-Feb,"Wutai Township, Pingtung County",2 BHK,598 - 958,1,0,657.54
Plot  Area,Ready To Move,"Majia Township, Pingtung County",4 Bedroom,1310,2,3,2470
Super built-up  Area,Ready To Move,"Jiuru Township, Pingtung County",3 BHK,1631,2,2,2080
Super built-up  Area,21-Dec,"Ligang Township, Pingtung County",1 BHK,525,1,1,715
Built-up  Area,Ready To Move,"Gaoshu Township, Pingtung County",3 BHK,1395,2,3,2132
Super built-up  Area,Ready To Move,"Yanpu Township, Pingtung County",3 BHK,2000,2,2,2730
Super built-up  Area,18-Jul,"Changzhi Township, Pingtung County",2 BHK,1232,1,1,1716
Super built-up  Area,Ready To Move,"Linluo Township, Pingtung County",2 BHK,1075,1,1,1430
Super built-up  Area,Ready To Move,"Zhutian Township, Pingtung County",2 BHK,1205,1,2,1820
Plot  Area,Ready To Move,"Neipu Township, Pingtung County",4 Bedroom,1200,2,2,4290
Super built-up  Area,Ready To Move,"Wandan Township, Pingtung County",4 BHK,2340,2,1,3354
Super built-up  Area,Ready To Move,"Chaozhou Township, Pingtung County",3 BHK,1179,1,1,1430
Super built-up  Area,Ready To Move,"Taiwu Township, Pingtung County",2 BHK,1013,1,1,1326
Super built-up  Area,Ready To Move,"Laiyi Township, Pingtung County",2 BHK,1160,1,2,1055.6
Plot  Area,Ready To Move,"Wanluan Township, Pingtung County",8 Bedroom,1500Cents,2,2,7540
Super built-up  Area,Ready To Move,"Kanding Township, Pingtung County",2 BHK,1200,1,2,1625
Plot  Area,Ready To Move,"Xinpi Township, Pingtung County",7 Bedroom,1200,2,0,2080
Super built-up  Area,Ready To Move,"Nanzhou Township, Pingtung County",3 BHK,1255,1,3,1304.94
Built-up  Area,Ready To Move,"Linbian Township, Pingtung County",3 BHK,1100,1,1,3770
Built-up  Area,Ready To Move,"Donggang Township, Pingtung County",2 BHK,1069,1,1,1430
Plot  Area,Ready To Move,"Liuqiu Township, Pingtung County",3 Bedroom,1200,2,2,2574
Super built-up  Area,Ready To Move,"Jiadong Township, Pingtung County",1 BHK,1400,1,1,7410
Super built-up  Area,Ready To Move,"Xinyuan Township, Pingtung County",2 BHK,1065,1,2,1430
Built-up  Area,Ready To Move,"Fangliao Township, Pingtung County",2 BHK,1395,1,0,1950
Built-up  Area,Ready To Move,"Fangshan Township, Pingtung County",3 BHK,1725,1,1,4290
Built-up  Area,Ready To Move,"Chunri Township, Pingtung County",2 BHK,1007,1,2,1118
Built-up  Area,Ready To Move,"Shizi Township, Pingtung County",3 BHK,1436,1,2,1430
Super built-up  Area,Ready To Move,"Checheng Township, Pingtung County",6 BHK,4250,2,3,3900
Super built-up  Area,19-Jun,"Mudan Township, Pingtung County",3 BHK,1645,2,2,3042
Plot  Area,Ready To Move,"Hengchun Township, Pingtung County",2 Bedroom,1200,1,0,1508
Super built-up  Area,19-Apr,"Manzhou Township, Pingtung County",2 BHK,940,1,1,1133.86
Built-up  Area,Ready To Move,"Taitung City, Taitung County",6 Bedroom,4300,2,2,4550
Super built-up  Area,20-Dec,"Ludao Township, Taitung County",3 BHK,2850,2,3,8918
Built-up  Area,Ready To Move,"Lanyu Township, Taitung County",3 BHK,1740,2,2,4966
Super built-up  Area,18-May,"Yanping Township, Taitung County",2 BHK,1194,1,2,1222
Super built-up  Area,Ready To Move,"Beinan Township, Taitung County",3 BHK,3761,2,2,16900
Super built-up  Area,Ready To Move,"Luye Township, Taitung County",3 BHK,1829,2,2,3250
Plot  Area,Ready To Move,"Guanshan Township, Taitung County",4 Bedroom,1800,2,3,4628
Super built-up  Area,Ready To Move,"Haiduan Township, Taitung County",2 BHK,1000,1,1,1560
Built-up  Area,Ready To Move,"Chishang Township, Taitung County",3 Bedroom,5720,2,0,9100
Plot  Area,Ready To Move,"Donghe Township, Taitung County",5 Bedroom,800,2,2,2548
Super built-up  Area,Ready To Move,"Chenggong Township, Taitung County",2 BHK,675,1,1,390
Super built-up  Area,Ready To Move,"Changbin Township, Taitung County",2 BHK,1390,1,2,2470
Super built-up  Area,Ready To Move,"Taimali Township, Taitung County",3 BHK,1500,2,2,2704
Super built-up  Area,21-Jun,"Jinfeng Township, Taitung County",3 BHK,2047,2,2,3536
Super built-up  Area,Ready To Move,"Dawu Township, Taitung County",2 BHK,1202,1,1,2054
Super built-up  Area,Ready To Move,"Daren Township, Taitung County",2 BHK,1012,1,1,1534
Super built-up  Area,Ready To Move,"Hualien City, Hualien County",3 BHK,2132,2,3,2080
Plot  Area,Ready To Move,"Xincheng Township, Hualien County",4 Bedroom,1350,2,3,8840
Super built-up  Area,Ready To Move,"Xiulin Township, Hualien County",1 BHK,605,1,1,1040
Plot  Area,18-May,"Shoufeng Township, Hualien County",2 Bedroom,1200,1,0,1794
Built-up  Area,Ready To Move,"Fenglin Township, Hualien County",2 BHK,1150,1,0,6500
Plot  Area,Ready To Move,"Guangfu Township, Hualien County",2 Bedroom,1200,1,1,3536
Built-up  Area,Ready To Move,"Fengbin Township, Hualien County",2 Bedroom,1800,1,0,7800
Plot  Area,Ready To Move,"Ruisui Township, Hualien County",3 Bedroom,600,1,1,1300
Super built-up  Area,Ready To Move,"Wanrong Township, Hualien County",3 BHK,1280,1,2,1274
Super built-up  Area,Ready To Move,"Yuli Township, Hualien County",2 BHK,1007,1,1,1612
Super built-up  Area,18-May,"Zhuoxi Township, Hualien County",3 BHK,1370,1,1,1586
Super built-up  Area,Ready To Move,"Fuli Township, Hualien County",2 BHK,925,1,2,910
Super built-up  Area,Ready To Move,"Toufen City, Miaoli County",2 BHK,1500,1,0,1950
Built-up  Area,Ready To Move,"Yuanlin City, Changhua County",1 BHK,450,1,1,325
Built-up  Area,Ready To Move,"Zhongzheng Dist., Taipei City",4 Bedroom,1200,2,1,3640
Super built-up  Area,19-Mar,"Datong Dist., Taipei City",2 BHK,1341,1,1,2470
Super built-up  Area,Ready To Move,"Zhongshan Dist., Taipei City",3 BHK,1350,1,2,1228.5
Super built-up  Area,Ready To Move,"Songshan Dist., Taipei City",2 BHK,992,1,1,1560
Super built-up  Area,Ready To Move,"Wanhua Dist., Taipei City",2 BHK,1229,1,2,1820
Plot  Area,Ready To Move,"Xinyi Dist., Taipei City",2 Bedroom,600,1,2,1014
Super built-up  Area,Ready To Move,"Shilin Dist., Taipei City",2 BHK,1219,1,1,1592.76
Super built-up  Area,Ready To Move,"Beitou Dist., Taipei City",3 BHK,1525,1,2,2577.38
Super built-up  Area,20-Jun,"Neihu Dist., Taipei City",2 BHK,1147,1,1,1560
Super built-up  Area,Ready To Move,"Nangang Dist., Taipei City",3 BHK,1412,1,3,2288
Plot  Area,Ready To Move,"Wenshan Dist., Taipei City",9 Bedroom,1200,6,3,5590
Super built-up  Area,Ready To Move,"Xinyi Dist., Keelung City",2 BHK,1190,1,2,1638
Super built-up  Area,Ready To Move,"Zhongzheng Dist., Keelung City",3 BHK,1240,1,2,1690
Super built-up  Area,Ready To Move,"Zhongshan Dist., Keelung City",3 BHK,1352,2,1,1690
Built-up  Area,Ready To Move,"Anle Dist., Keelung City",2 BHK,1100,1,2,1430
Super built-up  Area,Ready To Move,"Nuannuan Dist., Keelung City",3 BHK,1330,1,2,1037.4
Super built-up  Area,20-Nov,"Qidu Dist., Keelung City",3 BHK,1700,2,2,2886
Super built-up  Area,18-Apr,"Wanli Dist., New Taipei City",2 BHK,1355,1,1,1742
Super built-up  Area,18-Nov,"Jinshan Dist., New Taipei City",2 BHK,1200,1,1,1196
Super built-up  Area,Ready To Move,"Nangan Township, Lienchiang County",1 BHK,400,1,1,650
Built-up  Area,Ready To Move,"Beigan Township, Lienchiang County",2 BHK,1342,1,,1820
Super built-up  Area,Ready To Move,"Juguang Township, Lienchiang County",3 BHK,1615,2,2,1322.62
Super built-up  Area,Ready To Move,"Dongyin Township, Lienchiang County",2 BHK,1340,1,1,1690
Super built-up  Area,Ready To Move,"Banqiao Dist., New Taipei City",2 BHK,1200,1,1,1404
Built-up  Area,Ready To Move,"Xizhi Dist., New Taipei City",1 Bedroom,400,1,0,1430
Super built-up  Area,Ready To Move,"Shenkeng Dist., New Taipei City",2 BHK,1080,1,1,1352
Super built-up  Area,Ready To Move,"Shiding Dist., New Taipei City",2 BHK,1600,1,1,806
Super built-up  Area,Ready To Move,"Ruifang Dist., New Taipei City",2 BHK,1200,1,0,884
Plot  Area,17-Apr,"Pingxi Dist., New Taipei City",3 Bedroom,2700,2,2,3900
Built-up  Area,Ready To Move,"Shuangxi Dist., New Taipei City",3 Bedroom,1780,2,0,2860
Built-up  Area,Ready To Move,"Gongliao Dist., New Taipei City",3 BHK,1605,2,2,1690
Super built-up  Area,17-Sep,"Xindian Dist., New Taipei City",4 BHK,7200,2,2,41184
Plot  Area,Ready To Move,"Pinglin Dist., New Taipei City",3 Bedroom,646,1,1,1690
Super built-up  Area,Ready To Move,"Wulai Dist., New Taipei City",2 BHK,1200,1,2,2080
Plot  Area,Ready To Move,"Yonghe Dist., New Taipei City",2 Bedroom,900,1,0,1274
Built-up  Area,19-Dec,"Zhonghe Dist., New Taipei City",3 Bedroom,1830,2,1,2288
Plot  Area,Ready To Move,"Tucheng Dist., New Taipei City",5 Bedroom,690,2,1,2158
Built-up  Area,Ready To Move,"Sanxia Dist., New Taipei City",1 BHK,650,1,3,13000
Plot  Area,Ready To Move,"Shulin Dist., New Taipei City",5 Bedroom,1800,2,1,1768
Built-up  Area,Ready To Move,"Yingge Dist., New Taipei City",3 BHK,715,1,0,832
Super built-up  Area,18-Sep,"Sanchong Dist., New Taipei City",3 BHK,1230,1,2,815.62
Super built-up  Area,Ready To Move,"Xinzhuang Dist., New Taipei City",2 BHK,1065,1,1,1107.34
Plot  Area,Ready To Move,"Taishan Dist., New Taipei City",8 Bedroom,1350,3,2,4810
Plot  Area,Ready To Move,"Linkou Dist., New Taipei City",3 Bedroom,1080,2,2,3874
Built-up  Area,Ready To Move,"Luzhou Dist., New Taipei City",3 BHK,900,1,0,1690
Super built-up  Area,Ready To Move,"Wugu Dist., New Taipei City",2 BHK,946,1,2,1170
Super built-up  Area,Ready To Move,"Bali Dist., New Taipei City",1 BHK,1500,1,0,1560
Super built-up  Area,18-May,"Tamsui Dist., New Taipei City",3 BHK,1711,2,1,2860
Plot  Area,Ready To Move,"Sanzhi Dist., New Taipei City",4 Bedroom,1200,2,2,4160
Super built-up  Area,18-Aug,"Shimen Dist., New Taipei City",2 BHK,950,1,1,666.9
Super built-up  Area,Ready To Move,"Yilan City, Yilan County",3 BHK,1656,2,2,2080
Super built-up  Area,Ready To Move,"Toucheng Township, Yilan County",2 BHK,1075,1,1,1215.76
Super built-up  Area,Ready To Move,"Jiaoxi Township, Yilan County",3 BHK,1752.12,2,2,3458
Plot  Area,Ready To Move,"Zhuangwei Township, Yilan County",8 Bedroom,6000,3,0,5720
Super built-up  Area,Ready To Move,"Yuanshan Township, Yilan County",3 BHK,1540,2,3,2210
Plot  Area,Ready To Move,"Luodong Township, Yilan County",4 Bedroom,600,2,3,3250
Super built-up  Area,Ready To Move,"Sanxing Township, Yilan County",1 BHK,665,1,2,832
Super built-up  Area,Ready To Move,"Datong Township, Yilan County",3 BHK,1665,2,,2860
Super built-up  Area,18-Mar,"Wujie Township, Yilan County",2 BHK,1145,1,1,1404
Super built-up  Area,18-Aug,"Dongshan Township, Yilan County",2 BHK,1185,1,2,1066
Super built-up  Area,Ready To Move,"Tamsui Dist., New Taipei City",3 BHK,2456,2,3,5720
Super built-up  Area,Ready To Move,"East Dist., Hsinchu City",3 BHK,2559,2,2,10478
Super built-up  Area,Ready To Move,"North Dist., Hsinchu City",2 BHK,1155,1,1,1055.6
Super built-up  Area,17-Oct,"Xiangshan Dist., Hsinchu City",3 BHK,1610,1,2,1674.4
Plot  Area,18-Nov,"Zhubei City, Hsinchu County",3 Bedroom,1200,2,2,1471.08
Plot  Area,Ready To Move,"Hukou Township, Hsinchu County",2 Bedroom,1530,1,1,4810
Built-up  Area,Ready To Move,"Xinfeng Township, Hsinchu County",3 BHK,1709,2,1,2080
Plot  Area,Ready To Move,"Xinpu Township, Hsinchu County",4 Bedroom,600,2,0,1560
Plot  Area,Ready To Move,"Guanxi Township, Hsinchu County",8 Bedroom,2700,3,,7540
Plot  Area,Ready To Move,"Qionglin Township, Hsinchu County",1 Bedroom,840,1,1,3900
Super built-up  Area,Ready To Move,"Baoshan Township, Hsinchu County",3 BHK,1400,1,1,1300
Super built-up  Area,Ready To Move,"Zhudong Township, Hsinchu County",2 BHK,1200,1,1,1092
Super built-up  Area,Ready To Move,"Wufeng Township, Hsinchu County",3 BHK,1439,2,1,1487.98
Super built-up  Area,Ready To Move,"Hengshan Township, Hsinchu County",2 BHK,1375,1,2,1872
Plot  Area,Ready To Move,"Jianshi Township, Hsinchu County",5 Bedroom,2990,2,3,10816
Super built-up  Area,Ready To Move,"Beipu Township, Hsinchu County",3 BHK,1200,1,1,1950
Built-up  Area,Ready To Move,"Emei Township, Hsinchu County",2 BHK,1315,1,3,1950
Plot  Area,18-Mar,"Zhongli Dist., Taoyuan City",2 Bedroom,1500,1,0,1040
Built-up  Area,Ready To Move,"Pingzhen Dist., Taoyuan City",6 Bedroom,3600,2,1,5200
Super built-up  Area,Ready To Move,"Longtan Dist., Taoyuan City",2 BHK,1178,1,3,2132
Super built-up  Area,Ready To Move,"Yangmei Dist., Taoyuan City City",3 BHK,1430,2,2,1534
Super built-up  Area,Ready To Move,"Xinwu Dist., Taoyuan City",3 BHK,1400,1,2,1710.8
Super built-up  Area,Ready To Move,"Guanyin Dist., Taoyuan City",2 BHK,1093,1,2,1872
Super built-up  Area,Ready To Move,"Taoyuan Dist., Taoyuan City",2 BHK,1200,1,1,1170
Plot  Area,Ready To Move,"Guishan Dist., Taoyuan City",5 Bedroom,5000,2,1,9360
Built-up  Area,15-Dec,"Bade Dist., Taoyuan City",3 BHK,1200,1,0,3380
Built-up  Area,18-Apr,"Daxi Dist., Taoyuan City",3 BHK,2210,2,2,4056
Super built-up  Area,Ready To Move,"Fuxing Dist., Taoyuan City",2 BHK,1150,1,2,1820
Super built-up  Area,Ready To Move,"Dayuan Dist., Taoyuan City",3 BHK,1435,1,1,1560
Plot  Area,Ready To Move,"Luzhu Dist., Taoyuan City",4 Bedroom,600,2,,2600
Super built-up  Area,20-Dec,"Zhunan Township, Miaoli County",2 BHK,1173,1,1,2033.2
Super built-up  Area,Ready To Move,"Sanwan Township, Miaoli County",2 BHK,1140,1,1,1014
Super built-up  Area,Ready To Move,"Nanzhuang Township, Miaoli County",3 BHK,1717,2,3,3120
Super built-up  Area,Ready To Move,"Shitan Township, Miaoli County",2 BHK,1325,1,,1690
Built-up  Area,Ready To Move,"Houlong Township, Miaoli County",3 BHK,1370,2,2,1742
Super built-up  Area,21-Aug,"Tongxiao Township, Miaoli County",2 BHK,1025,1,1,2340
Super built-up  Area,Ready To Move,"Yuanli Township, Miaoli County",3 BHK,1409,1,3,1612
Super built-up  Area,Ready To Move,"Miaoli City, Miaoli County",2 BHK,1200,1,1,1352
Super built-up  Area,Ready To Move,"Zaoqiao Township, Miaoli County",2 BHK,1200,1,1,1391
Super built-up  Area,18-Feb,"Touwu Township, Miaoli County",3 BHK,1740,2,3,3380
Super built-up  Area,19-Mar,"Gongguan Township, Miaoli County",2 BHK,1232,1,1,2288
Plot  Area,18-Nov,"Dahu Township, Miaoli County",2 Bedroom,1200,1,1,936
Super built-up  Area,Ready To Move,"Tongluo Township, Miaoli County",2 BHK,1250,1,1,1300
Built-up  Area,Ready To Move,"Sanyi Township, Miaoli County",2 BHK,1475,1,2,4446
Super built-up  Area,Ready To Move,"Xihu Township, Miaoli County",4 BHK,2100,2,2,2210
Super built-up  Area,Ready To Move,"Zhuolan Township, Miaoli County",1 BHK,552,1,1,611
Super built-up  Area,Ready To Move,"Central Dist., Taichung City",3 BHK,1065,1,2,1107.34
Plot  Area,17-Aug,"East Dist., Taichung City",3 Bedroom,1000,2,1,3380
Plot  Area,Ready To Move,"South Dist., Taichung City",2 Bedroom,1225,1,0,1690
Built-up  Area,Ready To Move,"West Dist., Taichung City",1 BHK,650,1,0,416
Super built-up  Area,Ready To Move,"North Dist., Taichung City",2 BHK,1067,1,2,1352
Super built-up  Area,Ready To Move,"Beitun Dist., Taichung City",3 BHK,1364,1,2,1456
Super built-up  Area,Ready To Move,"Xitun Dist., Taichung City",3 BHK,1750,2,3,1950
Super built-up  Area,Ready To Move,"Nantun Dist., Taichung City",2 BHK,1240,1,1,1846
Plot  Area,Ready To Move,"Taiping Dist., Taichung City",2 Bedroom,1200,1,0,1950
Super built-up  Area,Ready To Move,"Dali Dist., Taichung City",3 BHK,1540,2,,1950
